name,url,category,summary,ingredients,directions,total,servings_n,yield,calories,fat_100g,satfat_100g,sugars_100g,salt_100g,fat_fsa,satfat_fsa,sugars_fsa,salt_fsa,fat_score,satfat_score,sugars_score,salt_score,fsa_score,fsa_health_label,rating,dish_type_scraped,cuisine_scraped,total_minutes,ingredient_count,dish_type_llm,cuisine_llm,image_path,dish_type_normalised
Aunt Libby's Southern Meatloaf,https://www.allrecipes.com/recipe/237436/aunt-libbys-southern-meatloaf/,main-dish,This my 86-year-old Aunt Libby's home-made meatloaf recipe. I finally had her write it down for me last year. You can be sure no one will tell you this meatloaf is dry!,"2 pounds ground beef ; 1  onion, chopped ; 1 cup ketchup ; 1 cup Italian-seasoned bread crumbs ; 2  eggs ; 1 ½ teaspoons salt ; ¼ teaspoon ground black pepper ; 1 ½ cups ketchup ; ¼ cup water ; 3 tablespoons white wine vinegar ; 3 tablespoons brown sugar ; 2 tablespoons Dijon mustard ; 2 teaspoons Worcestershire sauce","Preheat oven to 350 degrees F (175 degrees C). Butter a 9x5-inch loaf pan. Mix beef, onion, 1 cup ketchup, bread crumbs, eggs, salt, and pepper together in a bowl. Press beef mixture into a loaf in the prepared loaf pan. Mix 1 1/2 cups ketchup, water, vinegar, brown sugar, mustard, and Worcestershire sauce together in a saucepan; cook and stir over medium heat until sauce is smooth and warm, about 10 minutes. Pour 1/3 the sauce over meatloaf. Bake in the preheated oven, basting every 25 minutes with more sauce, until meatloaf is cooked through, 1 to 1 1/2 hours. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C). Cool in the pan for 10 minutes before slicing.",1 hr 30 mins,6.0,6 servings,533.7,11.00856344905395,4.03943255590286,13.805093680063624,2.4582832411637408,red,red,red,red,3.0,3.0,3.0,3.0,12.0,unhealthy,4.47,Meatloaf Recipes,American,90.0,13,Meatloaf,American,recipe_images/recipe_2135.jpg,Meat Dishes
Cowboy Casserole,https://www.allrecipes.com/recipe/51051/cowboy-casserole/,main-dish,"This combination of hamburger, beans, and bacon over biscuits will bring out the cowboy in anyone.  It has become a family favorite.  It is so easy to make, and we love to make it when we're camping.","½ pound bacon ; 1 pound ground beef ; 1 small onion, chopped ; 2 (15 ounce) cans baked beans with pork ; ⅓ cup barbeque sauce ; 1 (7.5 ounce) package refrigerated biscuit dough","Cook bacon in a large skillet or Dutch oven over medium heat until evenly browned. Drain, and cut into bite size pieces. Set aside. Add hamburger  and onion to the skillet, and cook until no longer pink, and the onion is tender. Drain. Stir bacon, baked beans and barbeque sauce into the ground beef, and bring to a boil. Reduce heat to medium low, and place biscuits in a single layer over the top of the mixture. Cover, and simmer for about 10 minutes, or until the biscuits are done. Place two biscuits on each plate, and spoon beans over.",25 mins,5.0,5 servings,600.7,6.761379643417715,2.3074549576743,6.090607853396117,1.0598194282341262,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.31,Casserole Recipes,American,25.0,6,Casserole and Pies,American,recipe_images/recipe_2143.jpg,Casserole and Pies
Weeknight Sauerbraten Meatballs,https://www.allrecipes.com/recipe/280273/weeknight-sauerbraten-meatballs/,main-dish,"Our traditional holiday meal is sauerbraten and gravy, butter-sauteed homemade egg noodles, potato balls, sweet and sour red cabbage, and freshly cooked apples. A lot of work, but worth it once a year! This is a quick recipe to enjoy the sauerbraten flavor without waiting 5 days for a beef roast to marinate. And you'll have plenty of gravy to spoon over your buttered egg noodles and potatoes.","cooking spray ; 1 pound lean ground beef ; ½ cup minced onion ; ⅓ cup gingersnap cookie crumbs ; ¼ cup water ; ½ teaspoon salt ; ¼ teaspoon ground black pepper ; 2 cups beef broth ; ½ cup gingersnap cookie crumbs ; 2 tablespoons gingersnap cookie crumbs, or more as needed ; ½ cup apple cider vinegar ; 1 tablespoon white sugar, or more to taste ; 3 tablespoons raisins","Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil and place a baking rack on top. Spray the rack with cooking spray. Combine ground beef, onion, gingersnap crumbs, water, salt, and pepper in a medium bowl. Shape into 24 meatballs using a tablespoon-sized cookie scoop. Place the meatballs on the prepared baking rack. Bake in the preheated oven until a meat thermometer inserted into the center of a meatball reads 160 degrees F (71 degrees C), 18 to 20 minutes. While the meatballs are baking, whisk beef broth, 1/2 cup plus 2 tablespoons gingersnap crumbs, vinegar, and sugar together in a medium saucepan. Cook over medium heat, stirring occasionally, until gravy thickens, 5 to 10 minutes. Add more gingersnap crumbs for a thicker gravy, or some water for a thinner consistency. Stir cooked meatballs and raisins into the gravy. Cover and simmer until flavors combine, about 10 minutes.",50 mins,4.0,4 servings,417.8,6.427063621644885,2.2953798648731727,6.197525635157566,0.6972216339552264,amber,red,amber,red,2.0,3.0,2.0,3.0,10.0,unhealthy,4.47,Meatball Recipes,American German,50.0,13,Meatballs,German,recipe_images/recipe_2144.jpg,Meat Dishes
Wonderful Meatloaf,https://www.allrecipes.com/recipe/16353/wonderful-meatloaf/,main-dish,This is my all time favorite recipe for meatloaf. You can substitute the ketchup for barbecue sauce.,1 pound ground beef ; ¾ cup cooked rice ; 1 tablespoon brown sugar ; ¾ cup chopped onion ; 1 tablespoon ketchup ; ½ cup ketchup,"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the beef, rice, brown sugar, onion and 1 tablespoon ketchup. Mix well and place in a 5x9 inch loaf pan. Bake at 350 degrees F (175 degrees C) for 30 minutes. Spread remaining 1/2 cup ketchup over the top of the loaf. Bake for 15 more minutes.",50 mins,4.0,4 servings,441.1,19.256434699714013,7.816968541468064,7.816968541468064,0.7259294566253573,red,red,amber,amber,3.0,3.0,2.0,2.0,10.0,unhealthy,3.99,Meatloaf Recipes,,50.0,6,Meatloaf,American,recipe_images/recipe_2148.jpg,Meat Dishes
Sweet and Sour Meatloaf,https://www.allrecipes.com/recipe/18035/sweet-and-sour-meatloaf/,main-dish,Our family loves this meatloaf! It's covered with a tangy sweet and sour sauce made on the stove. It is very good!,1 ½ pounds ground beef ; 1 cup dry bread crumbs ; 1 teaspoon salt ; ¼ teaspoon ground black pepper ; 2  eggs ; 1 teaspoon dried minced onion ; 1 (15 ounce) can tomato sauce ; 2 tablespoons brown sugar ; 2 tablespoons cider vinegar ; ½ cup white sugar ; 2 teaspoons prepared mustard,"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the ground beef, bread crumbs, salt, ground black pepper, eggs, onion flakes and 1/2 of the can of tomato sauce. Mix together well and place into a 5x9 inch loaf pan. Push the meatloaf down into the pan forming a well for the sauce around all the edges. Bake at 350 degrees F (175 degrees C) for 40 minutes. Meanwhile, in a small saucepan over medium heat, combine the remaining tomato sauce, brown sugar, vinegar, white sugar and mustard. Bring to a boil and remove from heat. After meatloaf has cooked for 40 minutes, remove from oven and pour sauce over the top of the meatloaf. Return to oven and bake at 350 degrees F (175 degrees C) for 20 more minutes. Let sit 5 minutes before removing from pan.",1 hr 10 mins,6.0,6 servings,547.2,29.05397946793244,11.480295838392758,22.25411193288442,2.181697759134562,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.57,Meatloaf Recipes,American,70.0,11,Meatloaf,American,recipe_images/recipe_2153.jpg,Meat Dishes
Baked Ham with Sweet Glaze,https://www.allrecipes.com/recipe/214000/baked-ham-with-sweet-glaze/,main-dish,"This is a common recipe brought down through my family. My grandmother made it, my mother still makes it, and  we all love it to pieces! It is great left over or chopped into a fresh green salad. I love this ham glaze because it is simple, easy and delicious!","1 (10 pound) fully-cooked, bone-in ham ; 4 cups boiling water, or as needed ; 1 cup packed brown sugar ; 2 tablespoons all-purpose flour ; 2 tablespoons dry mustard powder ; ¼ cup honey ; 1 teaspoon fresh lemon juice, or as needed ; 1 (20 ounce) can pineapple chunks, drained ; 1 (10 ounce) jar maraschino cherries, drained ;   toothpicks","Preheat oven to 400 degrees F (200 degrees C). Place ham on a rack set in a roasting pan, and carefully pour about 1/2 inch of boiling water into the pan beneath the ham. Bake the ham in the preheated oven for 2 hours, or until a meat thermometer inserted into the thickest part of the meat (do not touch the bone) reads at least 140 degrees F (60 degrees C.) Reduce oven heat to 350 degrees F (175 degrees C.) In a bowl, mix together the brown sugar, flour, dry mustard, honey, and lemon juice as needed to make a thick, smooth paste. Brush the ham generously with glaze. Skewer 1 pineapple chunk and 1 maraschino cherry per toothpick, and insert the decorated picks all over the ham. Return the ham to the oven, and roast for 15 minutes. Baste the ham, fruit and all, with glaze and juices that have collected in the bottom of the pan, return to the oven, and roast for an additional 15 minutes. Let the ham rest for at least 10 minutes before slicing.",3 hrs,20.0,1 10-pound ham,668.1,33.23875152006486,12.059181191730849,18.443453587353066,0.3698824483177949,red,red,amber,amber,3.0,3.0,2.0,2.0,10.0,unhealthy,4.68,Pork,American,180.0,10,Pork,American,recipe_images/recipe_2168.jpg,Meat Dishes
Fast and Easy Chicken Tetrazzini,https://www.allrecipes.com/recipe/232164/fast-and-easy-chicken-tetrazzini/,main-dish,Super-easy chicken tetrazzini. Uses rotisserie chicken to save time.,"cooking spray ; 1 (12 ounce) package rotini pasta ; 2 tablespoons butter ; 2  onions, chopped ; 2 stalks celery, finely chopped ; ½ cup finely chopped red bell pepper ; 2 ¼ cups milk ; 1 (10.75 ounce) can  cream of mushroom soup ; ½ teaspoon poultry seasoning ; ¼ teaspoon salt ; ⅛ teaspoon ground black pepper ; 1  rotisserie chicken, meat removed and chopped ; 1 cup shredded Cheddar cheese, divided","Preheat oven to 350 degrees F (175 degrees C). Prepare a 13x9-inch baking dish with nonstick cooking spray. Bring a large pot of lightly salted water to a boil. Cook the rotini at a boil until tender yet firm to the bite, about 8 minutes; drain. Pour rotini into prepared baking dish. Melt butter in a heavy saucepan over medium heat. Cook and stir onions, celery, and bell pepper in melted butter until softened, about 5 minutes. Stir milk, cream of mushroom soup, poultry seasoning, salt, and black pepper into the onion mixture. Reduce heat to medium-low and bring to a simmer; about 5 minutes. Add chicken and 1/2 cup Cheddar cheese to the milk mixture; remove immediately from heat and pour over the rotini. Top pasta and sauce mixture with remaining Cheddar cheese. Bake in preheated oven until cheese is melted and beginning to brown, about 25 minutes.",1 hr 5 mins,8.0,1 13x9-inch dish,515.7,16.318353594681962,6.775030733506352,5.755133633838729,0.9543322861175614,red,red,amber,amber,3.0,3.0,2.0,2.0,10.0,unhealthy,4.7,Casserole Recipes,Italian,65.0,13,Casserole and Pies,American,recipe_images/recipe_2175.jpg,Casserole and Pies
Juicy Grilled Pork Chops,https://www.allrecipes.com/recipe/276099/juicy-grilled-pork-chops/,main-dish,Warning - the sauce does not smell or taste very good on its own! But it makes the best grilled pork chops I have ever had. Serve it with grilled pineapple slices and rice.,¾ cup ketchup ; ¾ cup maple syrup ; ¼ cup Worcestershire sauce ; 3 tablespoons butter ; 3 tablespoons prepared yellow mustard ; 2 tablespoons vegetable oil ; 1 teaspoon salt ; ¼ teaspoon ground cloves ; ¼ teaspoon black pepper ; 8 (1-inch thick) boneless pork chops,"Combine ketchup, maple syrup, Worcestershire sauce, butter, mustard, oil, salt, cloves, and pepper in a saucepan over medium heat; bring to a boil. Reduce heat and let simmer, 5 to 10 minutes. Let cool completely, 15 to 20 minutes. Place pork chops in a zip-top bag and pour cooled sauce over them. Marinate in the refrigerator for at least 2 hours, to overnight. Preheat an outdoor grill for medium heat and lightly oil the grate. Cook the pork chops on the preheated grill until no longer pink in the center, about 25 minutes total, flipping as needed. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).",3 hrs,8.0,8 pork chops,396.3,10.011327471816172,3.7974000755164785,13.578582088210442,1.106280453818077,amber,red,amber,red,2.0,3.0,2.0,3.0,10.0,unhealthy,5.0,,,180.0,10,Pork,American,recipe_images/recipe_2199.jpg,Meat Dishes
Banh Bao,https://www.allrecipes.com/recipe/247055/banh-bao/,main-dish,"I'm a Vietnamese living in Indiana who had to find a recipe for one of my favorite Vietnamese snacks, banh bao. They are a variation on the Chinese cha siu bao (Chinese pork buns). I would like to thank Houston Wok for providing Ms. SkimmyJeans' moist filling recipe and Miss Adventure[at]home for a tasty bun recipe. Combined, this is my ultimate banh bao recipe.","1 pound ground pork ; 2  shallots, minced ; 2 tablespoons fish sauce ; 1 ½ tablespoons oyster sauce ; 1 tablespoon soy sauce ; 4 ½ cups self-rising flour ; 1 ½ cups milk ; ¾ cup white sugar ; 3 links Chinese sausages, sliced on the diagonal ; 4  hard-boiled eggs, peeled and quartered ;   waxed paper","Mix pork, shallots, fish sauce, oyster sauce, and soy sauce together in a large bowl. Let mixture marinate in the refrigerator, about 30 minutes. Combine self-rising flour, milk, and sugar in another large bowl; knead until dough is smooth and no longer sticky. Cover dough with cheesecloth; let rest, about 5 minutes. Divide dough into 18 balls. Roll out each ball into a circle with a rolling pin on a floured work surface. Place a spoonful of the pork mixture in the center; top with 2 sausage slices and an egg quarter. Gather the edges of each circle together like a coin purse; twist and pinch to seal the bun. Cut waxed paper into eighteen 2-inch squares. Place each bun on a waxed paper square. Arrange 1 inch apart in a steamer; cover with lid. Steam buns until puffed up, about 30 minutes.",1 hr 30 mins,18.0,18 buns,276.8,16.906369239800412,3.5221602582917524,17.082477252714998,3.242148517757558,amber,amber,amber,red,2.0,2.0,2.0,3.0,9.0,unhealthy,4.0,Dumpling Recipes,U.S. Vietnamese,90.0,11,Dumplings,Vietnamese,recipe_images/recipe_2202.jpg,Dumplings
Spaghetti Bake,https://www.allrecipes.com/recipe/231231/spaghetti-bake/,main-dish,My mother used to make this as an alternative to regular spaghetti. Everyone adores this hearty dish and can't get enough! A staple in our home.,1 (16 ounce) package spaghetti ; 1 cup chopped onion ; 1 cup chopped green bell pepper ; 1 pound ground beef ; 2 (24 ounce) jars spaghetti sauce ; 2 cups shredded Cheddar cheese ; 1 (10.75 ounce) can  condensed cream of mushroom soup ; ½ cup sliced fresh mushrooms ; 1 (4 ounce) can sliced black olives ; 2 teaspoons dried oregano ; 1 tablespoon white sugar ; 1 cup shredded mozzarella cheese ; ½ cup grated Parmesan cheese,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish. Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally, until cooked through but firm to the bite, about 12 minutes. Drain. Heat a large skillet over medium heat; cook and stir onion and bell pepper until tender, about 5 minutes. Transfer vegetables to a large bowl. Return skillet to stove top and increase heat to medium-high. Cook and stir ground beef in skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease. Transfer beef to the same bowl as the vegetables. Stir spaghetti, spaghetti sauce, Cheddar cheese, cream of mushroom soup, mushrooms,  olives, oregano, and sugar into beef mixture. Pour spaghetti mixture into prepared baking dish and sprinkle with mozzarella cheese and Parmesan cheese. Bake in preheated oven until bubbly and hot, about 45 minutes.",1 hr 20 mins,6.0,6 servings,928.2,7.443258343891006,3.3379560614356567,5.160403336357424,0.91683485670209,red,red,amber,red,3.0,3.0,2.0,3.0,11.0,unhealthy,4.63,Casserole Recipes,Italian,80.0,13,Pasta and Noodles,Italian,recipe_images/recipe_2221.jpg,Pasta
